Created_at,Id,Full_text,Location,User_description,Date
Wed Jun 26 09:00:07 +0000 2019,1143806130365358087,Who's ahead and who's behind in POC diagnostics in #AMR? What are the trends in this area? Find out more in our patent report released today. Intro from @koutterson at @CARB_X https://t.co/GsD8KgLh60 #AntibioticResistance @CMO_England @LSHTM_AMR @Wellcome_AMR @WorldHealthSmt https://t.co/rb2acOlYLe,,Longitude Prize is a challenge to tackle antibiotic resistance. A £10m prize fund with an £8m payout to the winner. By @nesta_uk w/ @innovateUK RT≠endorsement,2019-06-26
Wed Jun 26 08:51:30 +0000 2019,1143803964242239488,"RT @Jaimie_Ellis: Huge thank you @NAMRIP_SotonUni for today’s #ECR event on #AMR. Very stimulating posters, great networking opportunity &amp;…",Southampton,"Clinical Nurse Lead LTC Solent. Working towards a seamless service for Long Term Conditions. Respiratory research, PhD CLAHRC. Wilderness and seaside lover...",2019-06-26
Wed Jun 26 08:49:59 +0000 2019,1143803583017705472,RT @FAOAnimalHealth: #AMR is a global problem and requires a global #OneHealth approach. In this context @FAO and the @South_Centre organiz…,Geneva,the intergovernmental organization of developing countries that helps developing countries to promote their common interests in the international arena,2019-06-26
Wed Jun 26 08:44:06 +0000 2019,1143802102692532225,RT @SarahHyder: Experts emphasise the need for #communityengagement to tackle #AMR. Look forward to learning more about #community-led proj…,"Everywhere, Planet Earth","Lecturer in #WASH, @LeedsUniEng | Co-Founder, @FSM_Fail | Editor-in-Chief, @Journal_Hum_Eng @EWB_Australia | #MenstruationMatters #Participation",2019-06-26
Wed Jun 26 08:41:02 +0000 2019,1143801329212678144,RT @stuarttaberner1: So pleased to be in Nepal to hear about @UniversityLeeds @GCRF projects working with local partners to tackle #AMR! Fo…,"New Delhi, India",Senior Portfolio Manager at UK Research and Innovation India @UKRI_India 🇬🇧🇮🇳. Previously @_UKRO_ 🇪🇺 and @ESRC. Views expressed are my own.,2019-06-26
Wed Jun 26 08:39:00 +0000 2019,1143800817369210880,"See our our article ""#EUJAMRAI: #Europe fostering synergies to reduce the burden of
#AMR: what is the #EU doing to support Member States?"" featured at the latest issue of @amrcontrol:

https://t.co/eJYBHIQlCi https://t.co/iyYQmX8x4U",Europe,European Joint Action on Antimicrobial Resistance and Healthcare-Associated Infections. Keeping antibiotics working! #Europe #AMR #AntibioticResistance,2019-06-26
Wed Jun 26 08:36:25 +0000 2019,1143800167264595968,RT @EURLex: #health Council conclusions on the next steps towards making the EU a best practice region in combatting #antimicrobialresistan…,"Brussels, Belgium ❤️🇧🇪",#EU 🇪🇺❤ #EUvalues #Environment #climatechange #Sustainabledevelopment #pro-#européens #pro-#climat,2019-06-26
Wed Jun 26 08:36:05 +0000 2019,1143800086071300096,"RT @WHOEMRO: #AMR, NCDs legal framework, Hepatitis C, role of law in protecting health and many other issues are on the agenda of the 2nd d…","Rabat - Salé - Zemmour - Zaër,","WHO rep to Morocco. Feminist mother, obsessive cook, yoga addict. I believe in equity and the value of sharing knowledge. Views my own. RT not endorsement.",2019-06-26
Wed Jun 26 08:34:25 +0000 2019,1143799665802043392,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…",,😁,2019-06-26
Wed Jun 26 08:31:32 +0000 2019,1143798940418158597,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Glasgow, Scotland","Post-Doc at the @WCIPGlasgow University of Glasgow, Tryps & Leish DNA replication :D",2019-06-26
Wed Jun 26 08:30:44 +0000 2019,1143798736486830086,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…",Nottingham Trent University,"And all this science I don't understand, it's just my job five days a week... Systems Biology. Microbiome. Virome. 🏳️‍🌈

All views my own. RT != endorsement.",2019-06-26
Wed Jun 26 08:30:37 +0000 2019,1143798708623908865,RT @NaomiBullVet: Great to hear from @WHO about the importance of systematic surveillance for #AMR. There are many benefits for participati…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:30:30 +0000 2019,1143798677871329281,RT @GiriRomi: #happeningnow #AMR #GlobalProspects #OneHealth #CommunityEngagement #NationalActionPlan #CM4AMR at Hotel Himalaya Key remarks…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:30:20 +0000 2019,1143798635303301120,RT @NaomiBullVet: Really interesting to learn about the approaches Nepal are taking to tackle #AMR with a real commitment to #OneHealth and…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:30:09 +0000 2019,1143798590474600448,RT @CE4AMR: Welcome to #CE4AMR19 a 3-day workshop unpacking the use of #CommunityEngagement and #Arts and #Humanities methodology in #AMR a…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:30:03 +0000 2019,1143798567548551168,RT @CE4AMR: Fantastic first session at #CE4AMR19 hearing from senior researchers and ministry officials on #onehealth and #AMR Now time for…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:29:42 +0000 2019,1143798476628615168,RT @stuarttaberner1: So pleased to be in Nepal to hear about @UniversityLeeds @GCRF projects working with local partners to tackle #AMR! Fo…,Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:29:25 +0000 2019,1143798408357900288,"RT @InesSoriaDonlan: Sangita Shah @mohpnep: a major challenge in tackling #AMR is the sale of antibiotics over the counter. 

This is certa…",Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:28:58 +0000 2019,1143798294302224385,"Excellent summary of #AMR situation in Nepal, well done. https://t.co/pSVVoenaIt",Nepal,गुनासो छैन।एक पटके चोला हो खुशीखुशी बितोस।तितामिठा भोगाईहरू धेरै छन।मन समय र सम्भावना सधै जीवन्त राखिन्छ।#उ #एकबटुवा #संगित #जिवन #explorer #natureप्रेमी #जदौ,2019-06-26
Wed Jun 26 08:26:08 +0000 2019,1143797581031661568,RT @WASH_FOR_HEALTH: Count down starts now: @WinHCFaction webinar - Back to Basics: Practical Steps for Countries to Ensure Universal Acces…,,Tweeting in support of #washinhcf @WHO & @UNICEF recommendations. Views expressed here do not necessarily represent @WHO @UNICEF,2019-06-26
Wed Jun 26 08:21:29 +0000 2019,1143796409398956032,"RT @Jaimie_Ellis: Huge thank you @NAMRIP_SotonUni for today’s #ECR event on #AMR. Very stimulating posters, great networking opportunity &amp;…","Southampton, England","Views expressed are those of NIHR CLAHRC Wessex and not necessarily those of the NHS, the National Institute for Health Research or the Department of Health",2019-06-26
Wed Jun 26 08:13:23 +0000 2019,1143794372036706304,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Nakuru, Kenya",God|Science|Art|Nature|Environment,2019-06-26
Wed Jun 26 08:12:15 +0000 2019,1143794088065536000,RT @LIDC_UK: Did you know that a drug-resistant #superbug could travel from one side of the globe to another in the time taken for an unwit…,"University of London colleges, UK","Science, Economics, Technology: Connecting capability to combat threats from infectious disease & AMR. @RoyalVetCollege @SOAS @LSHTM @LSE funded @ResEngland CCF",2019-06-26
Wed Jun 26 08:11:50 +0000 2019,1143793980494307328,"RT @longitude_prize: While competition tightens and we've extended our deadline, some of our teams reflect. Watch their progress and though…","University of London colleges, UK","Science, Economics, Technology: Connecting capability to combat threats from infectious disease & AMR. @RoyalVetCollege @SOAS @LSHTM @LSE funded @ResEngland CCF",2019-06-26
Wed Jun 26 08:11:04 +0000 2019,1143793787778547714,RT @PoultryHub: We're delighted to have @FionaTomley &amp; @ayako_ebata attending the @HERDIntl @GCRF @ahrcpress event later this week in Kathm…,"University of London colleges, UK","Science, Economics, Technology: Connecting capability to combat threats from infectious disease & AMR. @RoyalVetCollege @SOAS @LSHTM @LSE funded @ResEngland CCF",2019-06-26
Wed Jun 26 08:02:03 +0000 2019,1143791520627208192,RT @WASH_FOR_HEALTH: Count down starts now: @WinHCFaction webinar - Back to Basics: Practical Steps for Countries to Ensure Universal Acces…,"Brazzaville, Congo","WHO Technical Officer for Service Delivery, Quality & Safety (including IPC). Fmr WHO Consultant:  Neglected Tropical Diseases & Country Cooperation Strategy",2019-06-26
Wed Jun 26 07:52:58 +0000 2019,1143789232118308869,RT @SarahHyder: Can’t agree more. How we embed  evidence in local context to raise awareness and improve knowledge of #AMR is hugely import…,,"Supporting art,community & creative education from local to global. Project Manager @Changing_Story_ Singer @TheBobbysocks Producer @AstroYorkshire Personal Acc",2019-06-26
Wed Jun 26 07:52:16 +0000 2019,1143789057241038849,Can’t agree more. How we embed  evidence in local context to raise awareness and improve knowledge of #AMR is hugely important! personal connection to the problem is critical to prompt action #CE4AMR https://t.co/0xvvgFIi2s,"New Delhi, India","| Enabling #Science #Engagement & #Communication @India_Alliance | Lover of Music, Cinema & #SciArt I https://t.co/9gqtbbDRWR I Tweets are personal",2019-06-26
Wed Jun 26 07:47:41 +0000 2019,1143787903224619008,RT @stuarttaberner1: So pleased to be in Nepal to hear about @UniversityLeeds @GCRF projects working with local partners to tackle #AMR! Fo…,Nepal,Tweets about Nepal,2019-06-26
Wed Jun 26 07:47:35 +0000 2019,1143787880646504448,Why alcohol-based hand sanitizers are still your best bet for avoiding germs - The Washington Post https://t.co/cdmR3Y2X3k #AMR #esbl https://t.co/YYbs8SCx14,,,2019-06-26
Wed Jun 26 07:42:18 +0000 2019,1143786547142987777,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…","Hyderabad, India","Comp. Genomics Res @coeingenomics - @ICRISAT, Graduate Stud. @UWAnews, Ardent @Cricket Lover, @ChelseaFC spprtr, Foodie, @Tea & Nature Lover!Tweets r personal!",2019-06-26
Wed Jun 26 07:41:59 +0000 2019,1143786468558725120,"RT @bioinformer: We’re growing! I’m hiring! Please RT! 😁
Do you NGS?
Are you are a recently minted PhD or PostDoc who gets fired up about #…",United States,Evolving #genomics #bioinformatics #edtech,2019-06-26
Wed Jun 26 07:40:16 +0000 2019,1143786037598179328,RT @SarahHyder: Experts emphasise the need for #communityengagement to tackle #AMR. Look forward to learning more about #community-led proj…,"London, UK","🇨🇦 Head of Operations, Conflict Health & Science @KingsCollegeLon. Programme Manager, @r4hcmena. SE13 resident. Views my own.",2019-06-26
Wed Jun 26 07:39:58 +0000 2019,1143785963962826753,RT @SaSuperbugs: Glad to have the opportunity to share our story of creatively engaging with children on #AntibioticResistance at #CE4AMR19…,University of Leeds,"Dean for Interdisciplinary Research and German Prof at Uni Leeds, also working on reconciliation and development in post-conflict contexts.",2019-06-26
Wed Jun 26 07:39:36 +0000 2019,1143785871650578432,"RT @mark_blaskovich: And another one... @IMBatUQ @UQ_News @COADD_news #AMR #antibiotic 
Cannabidiol shows promise against superbug infectio…",Australia,Community for Open Antimicrobial Drug Discovery (CO-ADD): crowdsourcing compounds across 🌏 to discover new #antibiotics. Free academic compound screening 🧫🔬,2019-06-26
